id,page,bbox,text length,text
109,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 659.9208374023438, 295.8450012207031, 681.4168090820312)",15,"▪ Respecting nature: protecting the environment, reducing waste and making a positive contribution to biodiversity. "
110,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(320.3940124511719, 145.45379638671875, 478.36199951171875, 157.39779663085938)",3,POWERING PROGRESS FRAMEWORK 
111,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(326.34661865234375, 208.92315673828125, 364.3759460449219, 226.3885498046875)",3,GENERATING SHAREHOLDER   VALUE 
112,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(386.2059326171875, 208.92315673828125, 413.4668273925781, 226.3885498046875)",3,ACHIEVING NET-ZERO  EMISSIONS 
113,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(447.78179931640625, 208.92315673828125, 472.82867431640625, 220.98858642578125)",2,POWERING LIVES 
114,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(506.8616027832031, 208.92315673828125, 533.2764282226562, 220.98858642578125)",2,RESPECTING NATURE 
115,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 250.308837890625, 551.2739868164062, 281.8048400878906)",33,"Powering Progress is underpinned by our core values of honesty, integrity and respect for people and our focus on safety. These include our commitment to doing business in an ethical and transparent way. "
116,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 290.308837890625, 545.8499755859375, 331.8048400878906)",35,"We will also continue to work in close partnership with, and consider the views of, others, including non-governmental organisations, industry bodies, national oil and gas companies, our customers and wider society. Read more at www.shell.com/powering-progress "
117,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 339.86083984375, 552.666015625, 371.8048400878906)",21,UN Sustainable Development Goals We will play our part in helping governments and societies achieve the UN Sustainable Development Goals (SDGs). 
118,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 380.308837890625, 540.3619384765625, 401.8048400878906)",15,The goals were one of the considerations in the development of our Powering Progress strategy. 
119,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 410.308837890625, 550.6898193359375, 441.8048400878906)",25,"The actions we take as part of our Powering Progress strategy can help directly contribute to 13 of the SDGs, while indirectly contributing to others. "
120,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 450.308837890625, 544.7941284179688, 471.8048400878906)",19,Information on how we are contributing to these SDGs can be found throughout this Sustainability Report and on www.shell.com/sdgs 
121,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 479.86083984375, 532.1619873046875, 511.8048400878906)",22,"EMBEDDING SUSTAINABILITY INTO PROJECTS Safety, the environment and communities are vital considerations when we plan, design and operate our projects and facilities. "
122,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 520.308837890625, 548.4338989257812, 561.8048095703125)",32,"The mandatory requirements in our Health, Safety, Security, Environment and Social Performance (HSSE & SP) Control Framework help to ensure projects and facilities are managed safely, responsibly and in a consistent way. "
123,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 570.308837890625, 547.8579711914062, 601.8048095703125)",19,"We conduct impact assessments for every major project and consider the economic, social, environmental and health opportunities and risks. "
124,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 610.308837890625, 546.2020263671875, 681.8048095703125)",68,"We engage with communities and other stakeholders, such as customers and contractors, to discuss projects. We listen to concerns they might have as well as ideas so these can be addressed in the planning and design of our projects. This input helps us comply with relevant social and environmental regulations and align with international standards, such as those set by the World Bank and the International Finance Corporation. "
125,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(89.00100708007812, 36.95581817626953, 495.9869384765625, 53.414794921875)",10,1. 2. 3. 4. 5. 6. 7. SUSTAINABILITY AT SHELL 
126,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(162.45999145507812, 37.29279708862305, 261.927001953125, 60.914794921875)",6,OUR CORE VALUES ACHIEVING NET-ZERO EMISSIONS 
127,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(296.37799072265625, 37.29279708862305, 470.84991455078125, 60.914794921875)",7,RESPECTING NATURE POWERING LIVES GENERATING SHAREHOLDER VALUE 
128,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(497.25494384765625, 37.29279708862305, 539.9509887695312, 60.914794921875)",3,OUR PERFORMANCE DATA 
129,page 6 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69293212890625, 764.6267700195312, 225.89988708496094, 775.9592895507812)",5,04 Shell Sustainability Report 2020 
130,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(66.61399841308594, 244.27178955078125, 287.7764892578125, 269.0932922363281)",18,"The Shell-operated QGC natural gas wells in Queensland, Australia, where sustainability considerations include endangered ecosystems and essential habitats. "
131,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 284.4207763671875, 294.60498046875, 395.9167785644531)",104,"We train our project teams to embed sustainability into projects and aim to balance short- and long-term business interests. Specialists support our project teams in areas such as biodiversity, waste, air, energy and water management, and human rights, including indigenous peoples’ rights, cultural heritage and resettlement. This approach has meant, for example, that since construction started at the Shell-operated QGC natural gas project in Australia, only 34% of disturbance to endangered ecosystems, ecosystems of concern and essential habitats has occurred compared with what was initially predicted (see Biodiversity). Shell has a majority interest in QGC as a result of the BG acquisition in 2016. "
132,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 96.56279754638672, 550.1460571289062, 198.05880737304688)",92,"We use our greenhouse gas (GHG) and energy management manual to evaluate options to improve our GHG intensity performance. Our planning process helps to guide our decisions on technology and whether to move ahead with a project. Our HSSE & SP Control Framework requires projects and facilities that produce more than 50,000 tonnes of GHG emissions a year to have a GHG and energy management plan. To assess the long-term financial viability of proposed projects or potential alternatives, we also consider potential costs associated with operational GHG emissions (see Greenhouse gas emissions). "
133,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(310.39404296875, 206.56280517578125, 546.2979125976562, 288.0588073730469)",69,"We work continually to improve the energy efficiency of our facilities. This includes monitoring electricity use, making equipment more efficient through regular and smart scheduling of maintenance, and using more renewable energy sources. For example, in 2020, we invested in new furnaces for our Moerdijk petrochemicals complex in the Netherlands to reduce energy consumption and GHG emissions by around 10% compared with 2019 (see Energy efficiency in our operations). "
134,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(310.39404296875, 296.56280517578125, 551.218017578125, 338.0588073730469)",35,"We have also started to collaborate with communities on district heating, which involves distributing heated water from a central plant around a region via insulated pipes. We also use co-generation power plants at our projects. "
135,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(310.39404296875, 346.56280517578125, 550.0659790039062, 398.0588073730469)",47,"We aim to work with contractors and suppliers that are economically, environmentally and socially responsible. We seek to contribute to the development of local economies in the regions where we operate by creating jobs, boosting skills and sourcing from local suppliers (see Supply chain and Local content). "
136,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69303894042969, 418.6188049316406, 312.7010803222656, 430.56280517578125)",10,A GUIDE TO SUSTAINABILITY ACROSS THE LIFE OF A PROJECT 
137,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(60.059600830078125, 481.8244934082031, 153.64535522460938, 509.0493469238281)",12,Identify people who may be   interested in or affected by the  project 
138,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(60.059600830078125, 522.2835083007812, 167.4277801513672, 566.3052368164062)",19,"Engage with stakeholders (e.g.  communities, host governments and  NGOs) and feed responses into our  risk analyses and decision-making  process "
139,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(60.059600830078125, 570.9517211914062, 167.79225158691406, 614.9734497070312)",21,"Conduct baseline studies of the  local environment (e.g. water,   biodiversity and social livelihoods)  and consider how the project may  affect it "
140,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(60.059600830078125, 623.3551025390625, 169.1085662841797, 658.6074829101562)",14,"Based on assessment of potential  impacts and stakeholder   engagement, identify mitigation  and enhancement measures "
141,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(60.059600830078125, 671.2202758789062, 170.82046508789062, 706.8435668945312)",12,"Implement a mitigation plan for  project development, construction,  operation, decommissioning and  restoration "
142,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(182.92149353027344, 445.421142578125, 547.7794799804688, 461.5761413574219)",10,Identify and  assess  Select Define Execute Operate Decommission  and restore  
143,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(89.0009994506836, 36.95679473876953, 495.9869384765625, 53.414794921875)",10,1. 2. 3. 4. 5. 6. 7. SUSTAINABILITY AT SHELL 
144,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(162.45999145507812, 37.29279708862305, 261.927001953125, 60.914794921875)",6,OUR CORE VALUES ACHIEVING NET-ZERO EMISSIONS 
145,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(296.37799072265625, 37.29279708862305, 470.84991455078125, 60.914794921875)",7,RESPECTING NATURE POWERING LIVES GENERATING SHAREHOLDER VALUE 
146,page 7 of ../pdf/shell-sustainability-report-2020.pdf,"(497.25494384765625, 37.29279708862305, 539.9509887695312, 60.914794921875)",3,OUR PERFORMANCE DATA 
